v1,v2,score
20.0,20.0,-5.694854838587489
20.0,20.0,-5.694854838587489
20.0,20.0,-5.694854838587489
14.0,12.0,-4.918572692521449
14.0,12.0,-4.918572692521449
14.0,12.0,-4.918572692521449
35.0,44.0,-4.252818183418284
35.0,44.0,-4.252818183418284
35.0,44.0,-4.252818183418284
35.0,44.0,-4.252818183418284
35.0,44.0,-4.252818183418284
35.0,44.0,-4.252818183418284
28.0,30.0,1.4
28.0,30.0,1.4
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
18.0,28.0,1.5
42.0,46.0,1.7
42.0,46.0,1.7
10.0,17.0,2.0
10.0,17.0,2.0
