v1,v2,score
20.0,20.0,-5.349953054707353
22.0,31.0,-4.7552992688729745
22.0,31.0,-4.7552992688729745
22.0,31.0,-4.7552992688729745
22.0,31.0,-4.7552992688729745
29.0,36.0,1.5
29.0,36.0,1.5
29.0,36.0,1.5
29.0,36.0,1.5
29.0,36.0,1.5
29.0,36.0,1.5
29.0,36.0,1.5
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
28.0,35.0,1.6
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
16.0,21.0,2.0
