v1,v2,score
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
20.0,20.0,-2.8627569901603804
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
22.0,25.0,1.5999999999999999
