speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.05,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 32.587086923536354}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.72,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 27.89150681564867}, {'v2': 10.359316157248122}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.07,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 21.537668604369188}, {'v2': 28.03537681419824}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.98,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.30792685151648}, {'v2': 19.895699304030277}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.44,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.61120146381853}, {'v2': 29.59375192022042}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.33,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.146553917594634}, {'v2': 22.496442457665218}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.23,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 29.6226871699117}, {'v2': 19.738082908508368}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.11,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.972165165351253}, {'v2': 31.65991512239905}]","[{'v1': ['FR', 'FR', 'MR']}, {'v2': ['FR', 'F', 'FR', 'M', 'F', 'FL', 'F', 'F']}]","[{'v1': ['FR', 'FR', 'MR']}, {'v2': ['FL', 'FR', 'F', 'F']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 1}, {'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'MR', 'damage': 0.0471976401179941}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 0.9714285714285714}, {'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.12403100775193798}, {'name': 'FL', 'damage': 0.5106382978723404}, {'name': 'F', 'damage': 0.004519774011299435}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 1}, {'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'MR', 'damage': 0.0471976401179941}], 'v2': [{'name': 'FL', 'damage': 0.5106382978723404}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 0.9714285714285714}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 24.06646666759241}, {'v2': 39.96748023081909}]","[{'v1': ['FL', 'FL', 'FR', 'M', 'F', 'F', 'FR', 'F']}, {'v2': ['ML', 'FL']}]","[{'v1': ['FL', 'F', 'FR', 'FL', 'FR', 'F']}, {'v2': ['ML', 'FL']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'FL', 'damage': 0.8}, {'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.01195422406880968}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'F', 'damage': 0.38095238095238093}, {'name': 'FR', 'damage': 0.5390070921985816}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'ML', 'damage': 0.011799410029498525}, {'name': 'FL', 'damage': 0.08533333333333333}]}]","{'v1': [{'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'F', 'damage': 0.38095238095238093}, {'name': 'FR', 'damage': 0.5390070921985816}, {'name': 'FL', 'damage': 0.8}, {'name': 'FR', 'damage': 0.8}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'ML', 'damage': 0.011799410029498525}, {'name': 'FL', 'damage': 0.08533333333333333}]}"
"[{'v1': 28.866146876765974}, {'v2': 45.17682076233477}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-34.64,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 25.142150873223414}, {'v2': 36.17454181848739}]","[{'v1': ['FR', 'M', 'FR', 'MR', 'MR']}, {'v2': ['FR', 'F', 'FR', 'M', 'F', 'FL', 'F', 'F']}]","[{'v1': ['MR', 'MR', 'FR']}, {'v2': ['FL', 'FR', 'F', 'F']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'M', 'damage': 0.0005831328814053503}, {'name': 'FR', 'damage': 1}, {'name': 'MR', 'damage': 0.04504504504504504}, {'name': 'MR', 'damage': 0.07669616519174041}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.128}, {'name': 'M', 'damage': 0.01253735695021503}, {'name': 'F', 'damage': 0.17829457364341086}, {'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'F', 'damage': 0.00903954802259887}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'MR', 'damage': 0.04504504504504504}, {'name': 'MR', 'damage': 0.07669616519174041}, {'name': 'FR', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 15.150917735094355}, {'v2': 45.59343315982854}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-30.72,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.46485372020653}, {'v2': 23.329351122944075}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.36,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.400095496967275}, {'v2': 40.89113523199126}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-27.46,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 26.864606207822863}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.37,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 29.682905236674276}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.32,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 37.061963267155306}, {'v2': 28.140495705873214}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-28.56,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 30.715235570827538}, {'v2': 28.70041340513277}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-26.72,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 35.069508994580175}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-24.19,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 21.568327894099493}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.92,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 38.13590721540263}, {'v2': 37.82037645272536}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-33.91,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.78252542636656}, {'v2': 31.10745103215664}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['F', 'FL', 'FL', 'M', 'ML', 'F', 'F']}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['F', 'FL', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.6095238095238096}, {'name': 'FR', 'damage': 0.7092198581560284}, {'name': 'M', 'damage': 0.004665063051242802}]}, {'v2': [{'name': 'F', 'damage': 0.20952380952380953}, {'name': 'FL', 'damage': 0.11347517730496454}, {'name': 'FL', 'damage': 0.14933333333333335}, {'name': 'M', 'damage': 0.007289161017566878}, {'name': 'ML', 'damage': 0.029498525073746312}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'F', 'damage': 0.6095238095238096}, {'name': 'FR', 'damage': 0.7092198581560284}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.20952380952380953}, {'name': 'FL', 'damage': 0.11347517730496454}, {'name': 'FL', 'damage': 0.14933333333333335}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 28.23424100885841}, {'v2': 20.655209759985752}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.83,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 31.331135689062876}, {'v2': 28.391432151714405}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-26.6,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 24.316424422853604}, {'v2': 22.515958476140256}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.44,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 29.041768730772954}, {'v2': 31.068222573390265}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-26.4,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 25.624650240408613}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.05,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.512260836569883}, {'v2': 20.771398317451315}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.8,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 26.30815609229213}, {'v2': 25.058049111446373}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.03,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 39.96250255971853}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-26.14,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
