speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.98,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 10.56733760132545}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-15.98,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 25.039297221037277}]","[{'v1': ['F', 'FL']}, {'v2': []}]","[{'v1': ['F', 'FL']}, {'v2': []}]",0,-18.84,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.11347517730496454}]}, {'v2': []}]","{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.11347517730496454}], 'v2': []}"
"[{'v1': 35.574433716309414}, {'v2': 25.109286588763}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-27.67,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.846077005785725}, {'v2': 22.360029018083672}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.02,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.84094188222278}, {'v2': 29.784750522631306}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['FL', 'F', 'FL']}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['FL', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FR', 'damage': 0.7092198581560284}, {'name': 'M', 'damage': 0.0029156644070267514}]}, {'v2': [{'name': 'FL', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.16}]}]","{'v1': [{'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FR', 'damage': 0.7092198581560284}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.16}]}"
"[{'v1': 20.9723917698579}, {'v2': 35.454697586365334}]","[{'v1': ['FL', 'FR', 'M', 'F', 'F', 'FR', 'F']}, {'v2': ['F', 'FL', 'FL', 'M', 'F', 'F']}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['FL', 'F', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'FL', 'damage': 0.028368794326241134}, {'name': 'FR', 'damage': 0.010666666666666666}, {'name': 'M', 'damage': 0.01603615423864713}, {'name': 'F', 'damage': 0.06976744186046512}, {'name': 'F', 'damage': 0.5523809523809524}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'F', 'damage': 0.6095238095238096}, {'name': 'FL', 'damage': 0.576}, {'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'M', 'damage': 0.013995189153728407}, {'name': 'F', 'damage': 0.00903954802259887}, {'name': 'F', 'damage': 0.5217391304347826}]}]","{'v1': [{'name': 'F', 'damage': 0.5523809523809524}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'F', 'damage': 0.6095238095238096}, {'name': 'FL', 'damage': 0.576}, {'name': 'F', 'damage': 0.5217391304347826}]}"
"[{'v1': 13.183808801047613}, {'v2': 29.707830683614635}]","[{'v1': ['FL', 'F', 'FR', 'F']}, {'v2': ['ML']}]","[{'v1': ['FL', 'F']}, {'v2': ['ML']}]",1,1.7999999999999998,2.4000000000000004,,"[{'v1': [{'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'F', 'damage': 0.01904761904761905}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'ML', 'damage': 0.0058997050147492625}]}]","{'v1': [{'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'ML', 'damage': 0.0058997050147492625}]}"
"[{'v1': 11.301023666969826}, {'v2': 13.78525829564207}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-16.78,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 37.71477830938196}, {'v2': 41.133711465223655}]","[{'v1': ['FR', 'M', 'FR', 'FR', 'FR', 'MR']}, {'v2': ['FR', 'F', 'FR', 'M', 'F', 'FL', 'F', 'F']}]","[{'v1': ['FR', 'FR']}, {'v2': ['FR', 'FL', 'FR', 'F', 'F']}]",1,2.3,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.288}, {'name': 'M', 'damage': 0.002624097966324076}, {'name': 'FR', 'damage': 1}, {'name': 'FR', 'damage': 0.024242424242424242}, {'name': 'FR', 'damage': 0.043010752688172046}, {'name': 'MR', 'damage': 0.08849557522123894}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.012828923390917705}, {'name': 'F', 'damage': 0.2248062015503876}, {'name': 'FL', 'damage': 0.7092198581560284}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.288}, {'name': 'FR', 'damage': 1}], 'v2': [{'name': 'FR', 'damage': 0.8}, {'name': 'FL', 'damage': 0.7092198581560284}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 19.671616135929767}, {'v2': 25.08105649969671}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.78,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 28.18755246287771}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.77,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 11.461894666595352}, {'v2': 23.050500239788025}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'M', 'FL', 'FR', 'F']}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'F']}]",1,2.1,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.042666666666666665}, {'name': 'MR', 'damage': 0.011799410029498525}]}, {'v2': [{'name': 'F', 'damage': 0.34285714285714286}, {'name': 'M', 'damage': 0.002624097966324076}, {'name': 'FL', 'damage': 0.1702127659574468}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.042666666666666665}, {'name': 'MR', 'damage': 0.011799410029498525}], 'v2': [{'name': 'F', 'damage': 0.34285714285714286}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 19.406790775145563}, {'v2': 35.13215295854833}]","[{'v1': ['F', 'FR', 'M', 'F', 'FR', 'F', 'F']}, {'v2': ['F', 'FL', 'FL', 'F', 'M', 'F', 'F']}]","[{'v1': ['F', 'FR', 'FR', 'F']}, {'v2': ['F', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.24761904761904763}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.01020482542459363}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'FR', 'damage': 0.28368794326241137}, {'name': 'F', 'damage': 0.00903954802259887}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FL', 'damage': 1}, {'name': 'FL', 'damage': 0.021333333333333333}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'M', 'damage': 0.009330126102485604}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'F', 'damage': 0.24761904761904763}, {'name': 'FR', 'damage': 0.28368794326241137}, {'name': 'FR', 'damage': 0.8}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 11.017305806111175}, {'v2': 26.360649991536995}]","[{'v1': ['F', 'FL']}, {'v2': ['ML']}]","[{'v1': ['F', 'FL']}, {'v2': ['ML']}]",1,1.7999999999999998,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.05673758865248227}]}, {'v2': [{'name': 'ML', 'damage': 0.017699115044247787}]}]","{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.05673758865248227}], 'v2': [{'name': 'ML', 'damage': 0.017699115044247787}]}"
"[{'v1': 12.739208271574055}, {'v2': 18.21664838422466}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.66,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.876142834968812}, {'v2': 29.19306095765562}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.5,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 34.60630290041629}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.14,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 26.29205346731869}, {'v2': 41.03587415741446}]","[{'v1': ['F', 'FR', 'M', 'F', 'FR', 'F', 'F']}, {'v2': ['FR', 'F', 'FL', 'FL', 'F', 'M', 'F', 'F']}]","[{'v1': ['FR', 'F']}, {'v2': ['F', 'F', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.7573333333333333}, {'name': 'M', 'damage': 0.0034987972884321017}, {'name': 'F', 'damage': 0.031007751937984496}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 0.004519774011299435}, {'name': 'F', 'damage': 0.013377926421404682}]}, {'v2': [{'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'FL', 'damage': 0.021333333333333333}, {'name': 'F', 'damage': 0.17829457364341086}, {'name': 'M', 'damage': 0.009913258983890954}, {'name': 'F', 'damage': 0.004519774011299435}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.7573333333333333}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.17829457364341086}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 11.44317857892059}, {'v2': 30.535902365505002}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.62,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.688106844013648}, {'v2': 22.558882488934287}]","[{'v1': ['F', 'FR', 'M', 'FR', 'F']}, {'v2': ['FL', 'M', 'F', 'FL', 'F']}]","[{'v1': ['FR', 'F', 'FR', 'F']}, {'v2': ['F', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.2857142857142857}, {'name': 'FR', 'damage': 0.13866666666666666}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'FR', 'damage': 0.3404255319148936}, {'name': 'F', 'damage': 0.2809364548494983}]}, {'v2': [{'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'M', 'damage': 0.01078795830599898}, {'name': 'F', 'damage': 0.4380952380952381}, {'name': 'FL', 'damage': 0.05333333333333334}, {'name': 'F', 'damage': 0.33890746934225197}]}]","{'v1': [{'name': 'FR', 'damage': 0.13866666666666666}, {'name': 'F', 'damage': 0.2857142857142857}, {'name': 'FR', 'damage': 0.3404255319148936}, {'name': 'F', 'damage': 0.2809364548494983}], 'v2': [{'name': 'F', 'damage': 0.4380952380952381}, {'name': 'F', 'damage': 0.33890746934225197}, {'name': 'FL', 'damage': 0.6808510638297872}]}"
"[{'v1': 10.0}, {'v2': 22.19737259686292}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['FL', 'F', 'FL']}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['FL', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.11428571428571428}, {'name': 'FR', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 0.15607580824972128}]}, {'v2': [{'name': 'FL', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.2318840579710145}, {'name': 'FL', 'damage': 0.11733333333333333}]}]","{'v1': [{'name': 'F', 'damage': 0.11428571428571428}, {'name': 'FR', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 0.15607580824972128}], 'v2': [{'name': 'FL', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.2318840579710145}, {'name': 'FL', 'damage': 0.11733333333333333}]}"
"[{'v1': 12.381171957736937}, {'v2': 26.740981179645825}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['FL', 'M', 'F', 'FL', 'F']}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['FL', 'F', 'FL', 'F']}]",1,2.3,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.5142857142857142}, {'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.007580727458269553}]}, {'v2': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.2857142857142857}, {'name': 'FL', 'damage': 0.43733333333333335}, {'name': 'F', 'damage': 0.4503901895206243}]}]","{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.5142857142857142}, {'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.007580727458269553}], 'v2': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'F', 'damage': 0.2857142857142857}, {'name': 'FL', 'damage': 0.43733333333333335}, {'name': 'F', 'damage': 0.4503901895206243}]}"
"[{'v1': 21.044601950166804}, {'v2': 32.635434264833215}]","[{'v1': ['MR', 'MR', 'M']}, {'v2': ['FR', 'FL', 'F', 'M', 'F', 'F', 'FR', 'F']}]","[{'v1': ['MR', 'MR', 'M']}, {'v2': ['FL', 'F', 'F']}]",1,2.1,2.4000000000000004,,"[{'v1': [{'name': 'MR', 'damage': 0.12612612612612611}, {'name': 'MR', 'damage': 0.029498525073746312}, {'name': 'M', 'damage': 0.00029156644070267514}]}, {'v2': [{'name': 'FR', 'damage': 0.010666666666666666}, {'name': 'FL', 'damage': 0.624113475177305}, {'name': 'F', 'damage': 0.041666666666666664}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'F', 'damage': 0.15503875968992248}, {'name': 'F', 'damage': 0.9904761904761905}, {'name': 'FR', 'damage': 0.28368794326241137}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'MR', 'damage': 0.12612612612612611}, {'name': 'MR', 'damage': 0.029498525073746312}, {'name': 'M', 'damage': 0.00029156644070267514}], 'v2': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'F', 'damage': 0.9904761904761905}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 12.906996137370307}, {'v2': 39.56780565829138}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-27.18,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.66877782262965}, {'v2': 12.851761001260495}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.57,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 45.765310435952394}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-30.38,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.26730579926356}, {'v2': 13.163224422950384}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.55,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 21.813723444098663}, {'v2': 28.05972816861128}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.13,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.29005652740592}, {'v2': 45.74480192996906}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-31.57,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
