v1,v2,score
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
13.263638705299877,15.219178023020962,2.0
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
35.0,46.0,2.2
