v1,v2,score
20.0,20.0,-13.94
20.0,20.0,-13.94
20.0,20.0,-13.94
20.0,20.0,-13.94
20.0,20.0,-13.91
20.0,20.0,-13.91
18.0,18.0,-13.36
18.0,18.0,-13.36
18.0,18.0,-13.36
18.0,18.0,-13.36
18.0,18.0,-13.36
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
12.0,12.0,-11.33
