speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.89,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 33.01514624641911}, {'v2': 27.723948125789473}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-26.91,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 47.620470066282465}, {'v2': 46.12382862572937}]","[{'v1': ['F', 'F', 'M', 'FR', 'F', 'FL', 'FR', 'FL', 'F', 'F']}, {'v2': ['FL', 'F', 'M', 'F', 'FL', 'F', 'F']}]","[{'v1': ['F', 'F', 'FR', 'F']}, {'v2': ['FL', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.125}, {'name': 'M', 'damage': 0.015744587797944458}, {'name': 'FR', 'damage': 0.7659574468085106}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'FL', 'damage': 0.064}, {'name': 'F', 'damage': 0.35658914728682173}, {'name': 'F', 'damage': 0.01807909604519774}]}, {'v2': [{'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'F', 'damage': 0.16666666666666666}, {'name': 'M', 'damage': 0.0014578322035133757}, {'name': 'F', 'damage': 0.015503875968992248}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 0.0713489409141583}]}]","{'v1': [{'name': 'F', 'damage': 0.35658914728682173}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.7659574468085106}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'F', 'damage': 0.16666666666666666}, {'name': 'FL', 'damage': 1}]}"
"[{'v1': 35.00031493801638}, {'v2': 40.62342057012201}]","[{'v1': ['MR']}, {'v2': ['FR', 'F', 'FR', 'M', 'F', 'FL', 'F', 'F']}]","[{'v1': ['MR']}, {'v2': ['FR', 'FR', 'F', 'F', 'FL', 'F']}]",1,2.0,2.4000000000000004,,"[{'v1': [{'name': 'MR', 'damage': 0.08108108108108109}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.13866666666666666}, {'name': 'M', 'damage': 0.008455426780377579}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 0.00903954802259887}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'MR', 'damage': 0.08108108108108109}], 'v2': [{'name': 'FR', 'damage': 0.13866666666666666}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 50.0}, {'v2': 50.0}]","[{'v1': ['F', 'M', 'FR', 'F', 'MR', 'FR', 'B', 'F', 'F', 'B']}, {'v2': ['B', 'FL', 'B', 'M', 'F', 'F', 'FL', 'F']}]","[{'v1': ['FR', 'F', 'FR', 'F', 'B']}, {'v2': ['F', 'FL', 'F', 'FL', 'F']}]",1,2.3,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.9333333333333333}, {'name': 'M', 'damage': 0.033238574240104964}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'MR', 'damage': 0.027777777777777776}, {'name': 'FR', 'damage': 0.8}, {'name': 'B', 'damage': 0.035555555555555556}, {'name': 'F', 'damage': 0.13178294573643412}, {'name': 'F', 'damage': 0.022598870056497175}, {'name': 'B', 'damage': 1}]}, {'v2': [{'name': 'B', 'damage': 0.07905138339920949}, {'name': 'FL', 'damage': 1}, {'name': 'B', 'damage': 0.02666666666666667}, {'name': 'M', 'damage': 0.028865077629564837}, {'name': 'F', 'damage': 0.35658914728682173}, {'name': 'F', 'damage': 0.8761904761904762}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.8}, {'name': 'F', 'damage': 0.9333333333333333}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}, {'name': 'B', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.35658914728682173}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 0.8761904761904762}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 42.402173735652006}, {'v2': 50.0}]","[{'v1': ['F', 'M', 'FR', 'F', 'FL', 'FR', 'FL', 'F', 'F']}, {'v2': ['FL', 'M', 'FL', 'ML', 'FL', 'ML']}]","[{'v1': ['FL', 'F', 'F', 'FR', 'F', 'FL']}, {'v2': ['ML', 'FL', 'FL', 'FL']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'M', 'damage': 0.015161454916539106}, {'name': 'FR', 'damage': 0.7659574468085106}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.3971631205673759}, {'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'FL', 'damage': 0.8}, {'name': 'F', 'damage': 0.2248062015503876}, {'name': 'F', 'damage': 0.01807909604519774}]}, {'v2': [{'name': 'FL', 'damage': 1}, {'name': 'M', 'damage': 0.0029156644070267514}, {'name': 'FL', 'damage': 1}, {'name': 'ML', 'damage': 0.23008849557522124}, {'name': 'FL', 'damage': 0.21333333333333335}, {'name': 'ML', 'damage': 0.05405405405405406}]}]","{'v1': [{'name': 'FL', 'damage': 0.3971631205673759}, {'name': 'F', 'damage': 0.2248062015503876}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.7659574468085106}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.8}], 'v2': [{'name': 'ML', 'damage': 0.23008849557522124}, {'name': 'FL', 'damage': 0.21333333333333335}, {'name': 'FL', 'damage': 1}, {'name': 'FL', 'damage': 1}]}"
"[{'v1': 44.21908391042339}, {'v2': 38.150063396499775}]","[{'v1': ['B', 'B']}, {'v2': ['F', 'FR', 'M', 'F', 'FR', 'F']}]","[{'v1': ['B', 'B']}, {'v2': ['F', 'F', 'FR', 'F']}]",1,1.6,2.4000000000000004,,"[{'v1': [{'name': 'B', 'damage': 0.015810276679841896}, {'name': 'B', 'damage': 0.007511737089201878}]}, {'v2': [{'name': 'F', 'damage': 0.19047619047619047}, {'name': 'FR', 'damage': 0.010666666666666666}, {'name': 'M', 'damage': 0.004373496610540126}, {'name': 'F', 'damage': 0.11627906976744186}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'B', 'damage': 0.015810276679841896}, {'name': 'B', 'damage': 0.007511737089201878}], 'v2': [{'name': 'F', 'damage': 0.19047619047619047}, {'name': 'F', 'damage': 0.11627906976744186}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 10.0}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-33.22,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 50.0}, {'v2': 50.0}]","[{'v1': ['FR', 'F', 'FL', 'FL', 'F', 'M', 'F', 'F']}, {'v2': ['FL', 'M', 'FL', 'ML', 'FL']}]","[{'v1': ['FR', 'FL', 'F', 'F', 'FL', 'F']}, {'v2': ['FL', 'FL', 'FL']}]",1,2.3,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.5673758865248227}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'FL', 'damage': 0.8}, {'name': 'F', 'damage': 0.35658914728682173}, {'name': 'M', 'damage': 0.015453021357241782}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'FL', 'damage': 1}, {'name': 'M', 'damage': 0.0011662657628107006}, {'name': 'FL', 'damage': 1}, {'name': 'ML', 'damage': 0.11209439528023599}, {'name': 'FL', 'damage': 0.26666666666666666}]}]","{'v1': [{'name': 'FR', 'damage': 0.5673758865248227}, {'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'F', 'damage': 0.35658914728682173}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.8}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.26666666666666666}, {'name': 'FL', 'damage': 1}, {'name': 'FL', 'damage': 1}]}"
"[{'v1': 12.574132622862493}, {'v2': 29.650285106611385}]","[{'v1': ['F']}, {'v2': ['ML', 'FL']}]","[{'v1': ['F']}, {'v2': ['ML', 'FL']}]",1,2.1,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'ML', 'damage': 0.02359882005899705}, {'name': 'FL', 'damage': 0.096}]}]","{'v1': [{'name': 'F', 'damage': 1}], 'v2': [{'name': 'ML', 'damage': 0.02359882005899705}, {'name': 'FL', 'damage': 0.096}]}"
