speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.03,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 31.281651750380245}, {'v2': 49.8908529910405}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR', 'M', 'MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['MR', 'MR', 'FR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.9645390070921985}, {'name': 'M', 'damage': 0.005831328814053503}, {'name': 'F', 'damage': 0.031007751937984496}, {'name': 'F', 'damage': 0.6285714285714286}, {'name': 'FL', 'damage': 0.288}, {'name': 'F', 'damage': 0.7090301003344481}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'MR', 'damage': 0.036036036036036036}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.05309734513274336}]}]","{'v1': [{'name': 'F', 'damage': 0.6285714285714286}, {'name': 'F', 'damage': 0.7090301003344481}, {'name': 'FL', 'damage': 0.9645390070921985}], 'v2': [{'name': 'MR', 'damage': 0.036036036036036036}, {'name': 'MR', 'damage': 0.05309734513274336}, {'name': 'FR', 'damage': 1}]}"
"[{'v1': 15.416902287432059}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.94,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 27.109845955061658}, {'v2': 50.0}]","[{'v1': []}, {'v2': ['FL', 'F', 'F', 'M']}]","[{'v1': []}, {'v2': ['F', 'F', 'FL']}]",0,-3.53,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': [{'name': 'FL', 'damage': 0.07407407407407407}, {'name': 'F', 'damage': 0.0380952380952381}, {'name': 'F', 'damage': 0.04013377926421405}, {'name': 'M', 'damage': 0.002332531525621401}]}]","{'v1': [], 'v2': [{'name': 'F', 'damage': 0.0380952380952381}, {'name': 'F', 'damage': 0.04013377926421405}, {'name': 'FL', 'damage': 0.07407407407407407}]}"
"[{'v1': 50.0}, {'v2': 49.375319060336814}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.22,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 12.800001609616976}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.99,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 32.52645932056773}, {'v2': 28.88606631862814}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'M', 'MR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['FR', 'M', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'M', 'damage': 0.005539762373350827}, {'name': 'F', 'damage': 0.046511627906976744}, {'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FL', 'damage': 0.32}, {'name': 'F', 'damage': 0.7937569676700111}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.0471976401179941}]}]","{'v1': [{'name': 'FL', 'damage': 0.32}, {'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'F', 'damage': 0.6857142857142857}, {'name': 'F', 'damage': 0.7937569676700111}], 'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.0471976401179941}]}"
"[{'v1': 42.76371015041429}, {'v2': 23.93148308054349}]","[{'v1': ['FL', 'M', 'FL', 'F', 'F']}, {'v2': ['FR', 'F', 'FR', 'M']}]","[{'v1': ['FL', 'F', 'FL']}, {'v2': ['FR', 'F']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.11347517730496454}, {'name': 'M', 'damage': 0.006122895254756178}, {'name': 'FL', 'damage': 0.512}, {'name': 'F', 'damage': 0.013559322033898305}, {'name': 'F', 'damage': 0.0758082497212932}]}, {'v2': [{'name': 'FR', 'damage': 0.0851063829787234}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.020118084408484584}]}]","{'v1': [{'name': 'FL', 'damage': 0.11347517730496454}, {'name': 'F', 'damage': 0.0758082497212932}, {'name': 'FL', 'damage': 0.512}], 'v2': [{'name': 'FR', 'damage': 0.8}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 19.489938115675734}, {'v2': 16.646356120428507}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.42,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 23.293507613892036}, {'v2': 50.0}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': []}]","[{'v1': ['F', 'FL', 'F']}, {'v2': []}]",0,-6.82,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.49523809523809526}, {'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'M', 'damage': 0.0032072308477294263}]}, {'v2': []}]","{'v1': [{'name': 'F', 'damage': 0.49523809523809526}, {'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'F', 'damage': 1}], 'v2': []}"
"[{'v1': 50.0}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.95,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.58,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
