v1,v2,score
53.67831956336226,48.53414572917061,1.6
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
47.0,34.0,1.9
