v1,v2,score
53.67831956336226,48.53414572917061,1.6
53.67831956336226,48.53414572917061,1.6
53.67831956336226,48.53414572917061,1.6
53.67831956336226,48.53414572917061,1.6
53.67831956336226,48.53414572917061,1.6
53.67831956336226,41.71062167663191,1.7
53.67831956336226,41.71062167663191,1.7
53.67831956336226,41.71062167663191,1.7
53.67831956336226,35.05610975541162,1.7999999999999998
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
53.67831956336226,37.22448242056178,1.9
