speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': ['B']}]","[{'v1': []}, {'v2': ['B']}]",0,-38.04,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': [{'name': 'B', 'damage': 0.008888888888888889}]}]","{'v1': [], 'v2': [{'name': 'B', 'damage': 0.008888888888888889}]}"
"[{'v1': 47.36705519265715}, {'v2': 15.185667433825571}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.39,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.268164355367034}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-4.24,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 19.08270577345962}, {'v2': 10.0}]","[{'v1': ['F']}, {'v2': []}]","[{'v1': ['F']}, {'v2': []}]",0,-11.32,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 0.1426978818283166}]}, {'v2': []}]","{'v1': [{'name': 'F', 'damage': 0.1426978818283166}], 'v2': []}"
"[{'v1': 27.4351438720702}, {'v2': 16.390875495737625}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.5957446808510638}, {'name': 'M', 'damage': 0.0034987972884321017}, {'name': 'F', 'damage': 0.015503875968992248}, {'name': 'F', 'damage': 0.5333333333333333}, {'name': 'FL', 'damage': 0.032}, {'name': 'F', 'damage': 0.47714604236343366}]}, {'v2': [{'name': 'FR', 'damage': 0.128}, {'name': 'MR', 'damage': 0.035398230088495575}]}]","{'v1': [{'name': 'F', 'damage': 0.5333333333333333}, {'name': 'F', 'damage': 0.47714604236343366}, {'name': 'FL', 'damage': 0.5957446808510638}], 'v2': [{'name': 'FR', 'damage': 0.128}, {'name': 'MR', 'damage': 0.035398230088495575}]}"
"[{'v1': 24.657180186131665}, {'v2': 12.171180792177458}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.5957446808510638}, {'name': 'M', 'damage': 0.0029156644070267514}, {'name': 'F', 'damage': 0.015503875968992248}, {'name': 'F', 'damage': 0.4380952380952381}, {'name': 'FL', 'damage': 0.032}, {'name': 'F', 'damage': 0.3701226309921962}]}, {'v2': [{'name': 'FR', 'damage': 0.08533333333333333}, {'name': 'MR', 'damage': 0.035398230088495575}]}]","{'v1': [{'name': 'F', 'damage': 0.4380952380952381}, {'name': 'F', 'damage': 0.3701226309921962}, {'name': 'FL', 'damage': 0.5957446808510638}], 'v2': [{'name': 'FR', 'damage': 0.08533333333333333}, {'name': 'MR', 'damage': 0.035398230088495575}]}"
"[{'v1': 16.905135506879752}, {'v2': 20.04488222302026}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.99,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.714175340151996}, {'v2': 32.84513619481704}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.97,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 32.11912008283599}, {'v2': 33.13937955424073}]","[{'v1': ['FL']}, {'v2': ['M', 'FR', 'F']}]","[{'v1': ['FL']}, {'v2': ['M', 'FR', 'F']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.010666666666666666}]}, {'v2': [{'name': 'M', 'damage': 0.009038559661782929}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FL', 'damage': 0.010666666666666666}], 'v2': [{'name': 'M', 'damage': 0.009038559661782929}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 30.549050267525676}, {'v2': 13.321277657895015}]","[{'v1': ['F', 'FL', 'M', 'FL']}, {'v2': ['F', 'FR', 'M']}]","[{'v1': ['FL', 'F', 'FL']}, {'v2': ['F', 'FR', 'M']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.25418060200668896}, {'name': 'FL', 'damage': 0.05673758865248227}, {'name': 'M', 'damage': 0.002624097966324076}, {'name': 'FL', 'damage': 0.20266666666666666}]}, {'v2': [{'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.02040965084918726}]}]","{'v1': [{'name': 'FL', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 0.25418060200668896}, {'name': 'FL', 'damage': 0.20266666666666666}], 'v2': [{'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.8}, {'name': 'M', 'damage': 0.02040965084918726}]}"
"[{'v1': 10.0}, {'v2': 35.095397023520945}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.47,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.77757433120298}, {'v2': 19.093083737019438}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.84,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 41.137676598684266}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-12.99,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 36.650242659187526}, {'v2': 14.348350114388927}]","[{'v1': ['ML']}, {'v2': ['FL', 'F', 'M']}]","[{'v1': ['ML']}, {'v2': ['FL', 'F', 'M']}]",1,1.4,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.0058997050147492625}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 0.01904761904761905}, {'name': 'M', 'damage': 0.0011662657628107006}]}]","{'v1': [{'name': 'ML', 'damage': 0.0058997050147492625}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 0.01904761904761905}, {'name': 'M', 'damage': 0.0011662657628107006}]}"
"[{'v1': 10.0}, {'v2': 23.127948942156504}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.02,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.02650615781145}, {'v2': 14.208040014096731}]","[{'v1': ['F', 'FL']}, {'v2': ['B']}]","[{'v1': ['F', 'FL']}, {'v2': ['B']}]",1,1.9,2.0,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.14184397163120568}]}, {'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}]","{'v1': [{'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.14184397163120568}], 'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}"
"[{'v1': 40.9037316022746}, {'v2': 14.615606025169576}]","[{'v1': ['B']}, {'v2': ['F']}]","[{'v1': ['B']}, {'v2': ['F']}]",1,1.5,2.0,,"[{'v1': [{'name': 'B', 'damage': 0.005270092226613966}]}, {'v2': [{'name': 'F', 'damage': 0.01904761904761905}]}]","{'v1': [{'name': 'B', 'damage': 0.005270092226613966}], 'v2': [{'name': 'F', 'damage': 0.01904761904761905}]}"
"[{'v1': 29.762247667786298}, {'v2': 10.0}]","[{'v1': ['FL', 'M', 'F', 'FL', 'F']}, {'v2': ['FL', 'FR']}]","[{'v1': ['FL', 'F', 'F']}, {'v2': ['FL', 'FR']}]",1,1.9,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.2553191489361702}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.38095238095238093}, {'name': 'FL', 'damage': 0.07466666666666667}, {'name': 'F', 'damage': 0.39687848383500557}]}, {'v2': [{'name': 'FL', 'damage': 0.07407407407407407}, {'name': 'FR', 'damage': 0.10666666666666667}]}]","{'v1': [{'name': 'FL', 'damage': 0.2553191489361702}, {'name': 'F', 'damage': 0.38095238095238093}, {'name': 'F', 'damage': 0.39687848383500557}], 'v2': [{'name': 'FL', 'damage': 0.07407407407407407}, {'name': 'FR', 'damage': 0.10666666666666667}]}"
"[{'v1': 39.1467714909156}, {'v2': 13.373242581144746}]","[{'v1': ['ML']}, {'v2': ['FL', 'F']}]","[{'v1': ['ML']}, {'v2': ['FL', 'F']}]",1,1.4,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.009009009009009009}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 0.01904761904761905}]}]","{'v1': [{'name': 'ML', 'damage': 0.009009009009009009}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 0.01904761904761905}]}"
"[{'v1': 22.240955058903968}, {'v2': 18.97967777893923}]","[{'v1': ['F']}, {'v2': ['B']}]","[{'v1': ['F']}, {'v2': ['B']}]",1,1.7999999999999998,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.20958751393534003}]}, {'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}]","{'v1': [{'name': 'F', 'damage': 0.20958751393534003}], 'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}"
"[{'v1': 13.348157210162915}, {'v2': 22.593469803649878}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.68,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
