speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.91,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.592104725485633}, {'v2': 37.708634412333495}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.19,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 32.100556306024515}, {'v2': 24.008121563231114}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'M', 'MR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['FR', 'M', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.7659574468085106}, {'name': 'M', 'damage': 0.002624097966324076}, {'name': 'F', 'damage': 0.015503875968992248}, {'name': 'F', 'damage': 0.5333333333333333}, {'name': 'FL', 'damage': 0.2773333333333333}, {'name': 'F', 'damage': 0.6198439241917503}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.0005831328814053503}, {'name': 'MR', 'damage': 0.05309734513274336}]}]","{'v1': [{'name': 'FL', 'damage': 0.2773333333333333}, {'name': 'FL', 'damage': 0.7659574468085106}, {'name': 'F', 'damage': 0.5333333333333333}, {'name': 'F', 'damage': 0.6198439241917503}], 'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.0005831328814053503}, {'name': 'MR', 'damage': 0.05309734513274336}]}"
"[{'v1': 50.0}, {'v2': 31.188253696284065}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.24,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 48.30578412309104}, {'v2': 27.323142143927726}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.47,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 21.28690553574267}, {'v2': 15.241550035739543}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-5.88,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 29.76976872899203}, {'v2': 32.214896105610244}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['FL', 'F', 'F']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.425531914893617}, {'name': 'M', 'damage': 0.0029156644070267514}, {'name': 'F', 'damage': 0.023255813953488372}, {'name': 'F', 'damage': 0.5523809523809524}, {'name': 'FL', 'damage': 0.08533333333333333}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'FR', 'damage': 0.128}, {'name': 'MR', 'damage': 0.04129793510324484}]}]","{'v1': [{'name': 'FL', 'damage': 0.425531914893617}, {'name': 'F', 'damage': 0.5523809523809524}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FR', 'damage': 0.128}, {'name': 'MR', 'damage': 0.04129793510324484}]}"
"[{'v1': 19.708605993745373}, {'v2': 26.666782686676143}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.01,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 41.7382803506687}, {'v2': 28.040051680846798}]","[{'v1': []}, {'v2': ['F', 'F', 'FR', 'M']}]","[{'v1': []}, {'v2': ['F', 'FR', 'F']}]",0,-20.5,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': [{'name': 'F', 'damage': 0.057971014492753624}, {'name': 'F', 'damage': 0.0761904761904762}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'M', 'damage': 0.0029156644070267514}]}]","{'v1': [], 'v2': [{'name': 'F', 'damage': 0.057971014492753624}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 0.0761904761904762}]}"
"[{'v1': 19.53006994714141}, {'v2': 50.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.18,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
