speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.92,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 30.271085464009712}, {'v2': 31.11149488763785}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'M', 'MR']}]","[{'v1': ['FL', 'F', 'F']}, {'v2': ['FR', 'M', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'F', 'damage': 0.023255813953488372}, {'name': 'F', 'damage': 0.6476190476190476}, {'name': 'FL', 'damage': 0.032}, {'name': 'F', 'damage': 0.6778149386845039}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.058997050147492625}]}]","{'v1': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'F', 'damage': 0.6476190476190476}, {'name': 'F', 'damage': 0.6778149386845039}], 'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.058997050147492625}]}"
"[{'v1': 28.607967418537225}, {'v2': 27.223641038613682}]","[{'v1': ['ML']}, {'v2': ['FL', 'FR', 'M']}]","[{'v1': ['ML']}, {'v2': ['FL', 'FR', 'M']}]",1,1.6,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.017699115044247787}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.0005831328814053503}]}]","{'v1': [{'name': 'ML', 'damage': 0.017699115044247787}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.0005831328814053503}]}"
"[{'v1': 25.513708367665874}, {'v2': 33.95628345182183}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': ['FR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['FR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.39241917502787066}, {'name': 'F', 'damage': 0.3047619047619048}, {'name': 'FL', 'damage': 0.425531914893617}, {'name': 'M', 'damage': 0.0020409650849187258}]}, {'v2': [{'name': 'FR', 'damage': 0.10666666666666667}]}]","{'v1': [{'name': 'F', 'damage': 0.3047619047619048}, {'name': 'F', 'damage': 0.39241917502787066}, {'name': 'FL', 'damage': 0.425531914893617}], 'v2': [{'name': 'FR', 'damage': 0.10666666666666667}]}"
"[{'v1': 30.719998959914378}, {'v2': 44.82453936487874}]","[{'v1': ['FL', 'M', 'F', 'FL', 'F']}, {'v2': ['FL', 'FR', 'M']}]","[{'v1': ['F', 'FL', 'FL']}, {'v2': ['FL', 'FR', 'M']}]",1,1.9,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.36879432624113473}, {'name': 'M', 'damage': 0.007289161017566878}, {'name': 'F', 'damage': 0.01904761904761905}, {'name': 'FL', 'damage': 0.39466666666666667}, {'name': 'F', 'damage': 0.1516164994425864}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.0020409650849187258}]}]","{'v1': [{'name': 'F', 'damage': 0.1516164994425864}, {'name': 'FL', 'damage': 0.36879432624113473}, {'name': 'FL', 'damage': 0.39466666666666667}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.0020409650849187258}]}"
"[{'v1': 20.84473623921359}, {'v2': 19.731553629923557}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.39,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.309176803419774}, {'v2': 38.99662828672587}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.9,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.822704800851852}, {'v2': 33.51925520772717}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.02,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 36.51675886833888}, {'v2': 30.172419021793928}]","[{'v1': ['F', 'FL', 'FL', 'M', 'F', 'F']}, {'v2': ['FL', 'FR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['FL', 'FR']}]",1,1.9,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.45714285714285713}, {'name': 'FL', 'damage': 0.032}, {'name': 'FL', 'damage': 0.48226950354609927}, {'name': 'M', 'damage': 0.004665063051242802}, {'name': 'F', 'damage': 0.004519774011299435}, {'name': 'F', 'damage': 0.3210702341137124}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.11733333333333333}]}]","{'v1': [{'name': 'F', 'damage': 0.3210702341137124}, {'name': 'F', 'damage': 0.45714285714285713}, {'name': 'FL', 'damage': 0.48226950354609927}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.11733333333333333}]}"
"[{'v1': 27.929183803229318}, {'v2': 42.11261443296802}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['MR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'M', 'damage': 0.0034987972884321017}, {'name': 'F', 'damage': 0.03875968992248062}, {'name': 'F', 'damage': 0.5333333333333333}, {'name': 'FL', 'damage': 0.26666666666666666}, {'name': 'F', 'damage': 0.48606465997770343}]}, {'v2': [{'name': 'MR', 'damage': 0.035398230088495575}]}]","{'v1': [{'name': 'FL', 'damage': 0.26666666666666666}, {'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'F', 'damage': 0.5333333333333333}, {'name': 'F', 'damage': 0.48606465997770343}], 'v2': [{'name': 'MR', 'damage': 0.035398230088495575}]}"
"[{'v1': 22.766705195959602}, {'v2': 23.29992081489354}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.46,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 40.20269672316013}, {'v2': 17.78419547937883}]","[{'v1': ['FL', 'M', 'F', 'FL', 'F']}, {'v2': ['FL', 'F', 'FR', 'M']}]","[{'v1': ['FL', 'F', 'FL', 'F']}, {'v2': ['FR', 'FL']}]",1,1.9,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'M', 'damage': 0.009621692543188278}, {'name': 'F', 'damage': 0.17142857142857143}, {'name': 'FL', 'damage': 0.9173333333333333}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 0.013377926421404682}, {'name': 'FR', 'damage': 0.096}, {'name': 'M', 'damage': 0.0020409650849187258}]}]","{'v1': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'F', 'damage': 0.17142857142857143}, {'name': 'FL', 'damage': 0.9173333333333333}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FR', 'damage': 0.096}, {'name': 'FL', 'damage': 0.14814814814814814}]}"
