v1,v2,score
20.0,20.0,0.0
20.0,20.0,0.0
20.0,20.0,0.0
20.0,20.0,0.0
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,22.32110789869687,2.2
10.0,20.72622699438465,2.3
10.0,20.72622699438465,2.3
10.0,20.72622699438465,2.3
10.0,20.72622699438465,2.3
26.458569912013722,42.90981402938894,2.4000000000000004
26.458569912013722,42.90981402938894,2.4000000000000004
26.458569912013722,42.90981402938894,2.4000000000000004
26.458569912013722,42.90981402938894,2.4000000000000004
26.458569912013722,42.90981402938894,2.4000000000000004
26.458569912013722,42.90981402938894,2.4000000000000004
