speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.45,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 50.0}, {'v2': 24.618951746857547}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-36.22,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 27.953355446032482}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.06,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 30.92408923637264}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.31,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 29.78603785717036}, {'v2': 11.139169297645546}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.99,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.624300794212362}, {'v2': 15.083824265243285}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.02,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 45.35765382121461}, {'v2': 35.172500257830094}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-36.27,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 19.545805421344483}, {'v2': 25.06846004238283}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.44,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 17.93306834131218}, {'v2': 27.410974333535723}]","[{'v1': ['B']}, {'v2': ['F', 'F', 'FR', 'M']}]","[{'v1': ['B']}, {'v2': ['F', 'FR', 'F']}]",1,1.6,2.4000000000000004,,"[{'v1': [{'name': 'B', 'damage': 0.003755868544600939}]}, {'v2': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.3619047619047619}, {'name': 'FR', 'damage': 0.2553191489361702}, {'name': 'M', 'damage': 0.0017493986442160508}]}]","{'v1': [{'name': 'B', 'damage': 0.003755868544600939}], 'v2': [{'name': 'F', 'damage': 0.3619047619047619}, {'name': 'FR', 'damage': 0.2553191489361702}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 10.0}, {'v2': 44.431436956859045}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-29.1,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 22.417136040541354}]","[{'v1': ['F']}, {'v2': ['FL']}]","[{'v1': ['F']}, {'v2': ['FL']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.16945373467112598}]}, {'v2': [{'name': 'FL', 'damage': 0.021333333333333333}]}]","{'v1': [{'name': 'F', 'damage': 0.16945373467112598}], 'v2': [{'name': 'FL', 'damage': 0.021333333333333333}]}"
"[{'v1': 21.113539299822733}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.15,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.958431544083062}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.67,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
