speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.5,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.628803622005904}, {'v2': 17.302383846635628}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.35,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 28.350168208875417}, {'v2': 21.62195357677605}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['MR', 'MR']}]","[{'v1': ['F', 'FL', 'F']}, {'v2': ['MR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.9361702127659575}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.023255813953488372}, {'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FL', 'damage': 0.010666666666666666}, {'name': 'F', 'damage': 0.9498327759197325}]}, {'v2': [{'name': 'MR', 'damage': 0.05405405405405406}, {'name': 'MR', 'damage': 0.0058997050147492625}]}]","{'v1': [{'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FL', 'damage': 0.9361702127659575}, {'name': 'F', 'damage': 0.9498327759197325}], 'v2': [{'name': 'MR', 'damage': 0.05405405405405406}, {'name': 'MR', 'damage': 0.0058997050147492625}]}"
"[{'v1': 35.489987350118106}, {'v2': 17.535339486564208}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'FR', 'MR']}]","[{'v1': ['F', 'FL', 'F']}, {'v2': ['FR', 'FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.9361702127659575}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.03875968992248062}, {'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FL', 'damage': 0.128}, {'name': 'F', 'damage': 0.8695652173913043}]}, {'v2': [{'name': 'FR', 'damage': 0.06451612903225806}, {'name': 'FR', 'damage': 0.11733333333333333}, {'name': 'MR', 'damage': 0.011799410029498525}]}]","{'v1': [{'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FL', 'damage': 0.9361702127659575}, {'name': 'F', 'damage': 0.8695652173913043}], 'v2': [{'name': 'FR', 'damage': 0.06451612903225806}, {'name': 'FR', 'damage': 0.11733333333333333}, {'name': 'MR', 'damage': 0.011799410029498525}]}"
"[{'v1': 33.84937430512758}, {'v2': 16.691498649765762}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['FL', 'F', 'F']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'M', 'damage': 0.004956629491945477}, {'name': 'F', 'damage': 0.046511627906976744}, {'name': 'F', 'damage': 0.6666666666666666}, {'name': 'FL', 'damage': 0.042666666666666665}, {'name': 'F', 'damage': 0.7134894091415831}]}, {'v2': [{'name': 'FR', 'damage': 0.16}, {'name': 'MR', 'damage': 0.011799410029498525}]}]","{'v1': [{'name': 'FL', 'damage': 0.6808510638297872}, {'name': 'F', 'damage': 0.6666666666666666}, {'name': 'F', 'damage': 0.7134894091415831}], 'v2': [{'name': 'FR', 'damage': 0.16}, {'name': 'MR', 'damage': 0.011799410029498525}]}"
"[{'v1': 34.70661258950092}, {'v2': 24.651415477206346}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['F', 'FL', 'F', 'FL']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.9929078014184397}, {'name': 'M', 'damage': 0.006997594576864203}, {'name': 'F', 'damage': 0.031007751937984496}, {'name': 'F', 'damage': 0.5714285714285714}, {'name': 'FL', 'damage': 0.2986666666666667}, {'name': 'F', 'damage': 0.5128205128205128}]}, {'v2': [{'name': 'FR', 'damage': 0.21333333333333335}, {'name': 'MR', 'damage': 0.02359882005899705}]}]","{'v1': [{'name': 'F', 'damage': 0.5714285714285714}, {'name': 'FL', 'damage': 0.2986666666666667}, {'name': 'F', 'damage': 0.5128205128205128}, {'name': 'FL', 'damage': 0.9929078014184397}], 'v2': [{'name': 'FR', 'damage': 0.21333333333333335}, {'name': 'MR', 'damage': 0.02359882005899705}]}"
"[{'v1': 19.401381909945133}, {'v2': 21.692443037381945}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.83,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 31.441000348876866}, {'v2': 18.76301171091215}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'FR', 'MR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['FR', 'FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'F', 'damage': 0.03875968992248062}, {'name': 'F', 'damage': 0.5714285714285714}, {'name': 'FL', 'damage': 0.08533333333333333}, {'name': 'F', 'damage': 0.6153846153846154}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'FR', 'damage': 0.010666666666666666}, {'name': 'MR', 'damage': 0.0471976401179941}]}]","{'v1': [{'name': 'FL', 'damage': 0.08533333333333333}, {'name': 'FL', 'damage': 0.624113475177305}, {'name': 'F', 'damage': 0.5714285714285714}, {'name': 'F', 'damage': 0.6153846153846154}], 'v2': [{'name': 'FR', 'damage': 1}, {'name': 'FR', 'damage': 0.010666666666666666}, {'name': 'MR', 'damage': 0.0471976401179941}]}"
"[{'v1': 28.043671430822528}, {'v2': 21.15802731631865}]","[{'v1': ['F', 'FL', 'M', 'FL']}, {'v2': ['FR', 'F', 'FR', 'M']}]","[{'v1': ['F', 'FL', 'FL']}, {'v2': ['F', 'FR', 'FR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.0758082497212932}, {'name': 'FL', 'damage': 0.05673758865248227}, {'name': 'M', 'damage': 0.005831328814053503}, {'name': 'FL', 'damage': 0.096}]}, {'v2': [{'name': 'FR', 'damage': 0.22695035460992907}, {'name': 'F', 'damage': 0.08918617614269789}, {'name': 'FR', 'damage': 0.20266666666666666}, {'name': 'M', 'damage': 0.0067060281361615275}]}]","{'v1': [{'name': 'F', 'damage': 0.0758082497212932}, {'name': 'FL', 'damage': 0.05673758865248227}, {'name': 'FL', 'damage': 0.096}], 'v2': [{'name': 'F', 'damage': 0.08918617614269789}, {'name': 'FR', 'damage': 0.22695035460992907}, {'name': 'FR', 'damage': 0.20266666666666666}]}"
"[{'v1': 24.922876169250753}, {'v2': 24.68104740838739}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.5673758865248227}, {'name': 'M', 'damage': 0.002332531525621401}, {'name': 'F', 'damage': 0.031007751937984496}, {'name': 'F', 'damage': 0.4380952380952381}, {'name': 'FL', 'damage': 0.021333333333333333}, {'name': 'F', 'damage': 0.4682274247491639}]}, {'v2': [{'name': 'MR', 'damage': 0.02359882005899705}]}]","{'v1': [{'name': 'F', 'damage': 0.4380952380952381}, {'name': 'F', 'damage': 0.4682274247491639}, {'name': 'FL', 'damage': 0.5673758865248227}], 'v2': [{'name': 'MR', 'damage': 0.02359882005899705}]}"
