speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.98,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 24.12563932494832}, {'v2': 24.742179879955113}]","[{'v1': ['FR', 'F']}, {'v2': []}]","[{'v1': ['FR', 'F']}, {'v2': []}]",0,-11.33,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 1}]}, {'v2': []}]","{'v1': [{'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 1}], 'v2': []}"
"[{'v1': 18.793890340218784}, {'v2': 21.73075513449217}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.21,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.048776895022677}, {'v2': 16.407683492568932}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-5.76,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 17.56477333750236}, {'v2': 20.54990811540444}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.27,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.972837920814495}, {'v2': 21.01806819496812}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.53,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.355569015615444}, {'v2': 11.827999682050452}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': []}]","[{'v1': ['FL', 'F']}, {'v2': []}]",0,-10.41,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.19047619047619047}, {'name': 'FL', 'damage': 0.425531914893617}, {'name': 'M', 'damage': 0.00029156644070267514}]}, {'v2': []}]","{'v1': [{'name': 'FL', 'damage': 0.425531914893617}, {'name': 'F', 'damage': 1}], 'v2': []}"
"[{'v1': 22.55799530532786}, {'v2': 27.04130717392809}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': ['MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.5841694537346711}, {'name': 'F', 'damage': 0.4}, {'name': 'FL', 'damage': 0.624113475177305}, {'name': 'M', 'damage': 0.002332531525621401}]}, {'v2': [{'name': 'MR', 'damage': 0.02702702702702703}]}]","{'v1': [{'name': 'F', 'damage': 0.4}, {'name': 'F', 'damage': 0.5841694537346711}, {'name': 'FL', 'damage': 0.624113475177305}], 'v2': [{'name': 'MR', 'damage': 0.02702702702702703}]}"
"[{'v1': 22.26485211824927}, {'v2': 34.22681966653924}]","[{'v1': ['F', 'M', 'F', 'FL', 'F']}, {'v2': ['MR']}]","[{'v1': ['F', 'FL', 'F']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.47619047619047616}, {'name': 'M', 'damage': 0.002332531525621401}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'FL', 'damage': 0.5957446808510638}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'MR', 'damage': 0.018018018018018018}]}]","{'v1': [{'name': 'F', 'damage': 0.47619047619047616}, {'name': 'FL', 'damage': 0.5957446808510638}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'MR', 'damage': 0.018018018018018018}]}"
"[{'v1': 18.40079255678331}, {'v2': 24.906737745322932}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.28,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
