speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.92,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.758137747219372}, {'v2': 23.993636449476742}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.89,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.820611210325602}, {'v2': 18.91111757064586}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.02,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 17.921181931892036}, {'v2': 22.7414704826744}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.26,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 11.053569146072865}, {'v2': 19.83332371129959}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.68,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.613851363329687}, {'v2': 22.14181132911659}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-8.26,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.297416934011668}, {'v2': 26.288826065287044}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.03,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.61335123267791}, {'v2': 21.347163767442442}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.68,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.713649928616245}, {'v2': 20.52352860851187}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.33,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.240678975271626}, {'v2': 20.659760734837505}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.41,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
