v1,v2,score
29.783780515591747,53.54185745883422,-3.9536331820351687
13.0,20.0,1.4
13.0,20.0,1.4
13.0,20.0,1.4
13.0,20.0,1.4
13.0,20.0,1.4
13.0,20.0,1.4
16.0,29.0,1.7
16.0,29.0,1.7
16.0,29.0,1.7
16.0,29.0,1.7
16.0,29.0,1.7
16.0,29.0,1.7
16.0,29.0,1.7
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
20.0,45.0,1.8
