v1,v2,score
13.95906188562593,0.0,1.7000000000000002
13.95906188562593,0.0,1.7000000000000002
13.95906188562593,10.728599782975266,1.9
13.95906188562593,10.728599782975266,1.9
13.95906188562593,10.728599782975266,1.9
13.95906188562593,10.728599782975266,1.9
10.0,10.0,2.1
10.0,10.0,2.1
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
10.0,10.0,2.2
