speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.17,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.998114602044257}, {'v2': 19.70233226010712}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.82,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 26.33972869142085}, {'v2': 23.117873272282793}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.17,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.728268453626562}, {'v2': 15.381152357478836}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.68,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 24.388178901480003}]","[{'v1': ['F']}, {'v2': ['FL']}]","[{'v1': ['F']}, {'v2': ['FL']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.25863991081382387}]}, {'v2': [{'name': 'FL', 'damage': 0.042666666666666665}]}]","{'v1': [{'name': 'F', 'damage': 0.25863991081382387}], 'v2': [{'name': 'FL', 'damage': 0.042666666666666665}]}"
"[{'v1': 18.85320576325488}, {'v2': 25.478489205489794}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.38,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 22.527067919254115}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['F', 'M']}]","[{'v1': ['F', 'F']}, {'v2': ['F', 'M']}]",1,1.9,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.3047619047619048}, {'name': 'FR', 'damage': 0.11347517730496454}, {'name': 'M', 'damage': 0.0020409650849187258}]}, {'v2': [{'name': 'F', 'damage': 0.026755852842809364}, {'name': 'M', 'damage': 0.0005831328814053503}]}]","{'v1': [{'name': 'F', 'damage': 0.3047619047619048}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.026755852842809364}, {'name': 'M', 'damage': 0.0005831328814053503}]}"
"[{'v1': 19.274302658251404}, {'v2': 19.61965516644415}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.29,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 18.840455764045203}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'M', 'FL', 'FR', 'F']}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'FL', 'FR', 'F']}]",1,2.2,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.05333333333333334}, {'name': 'MR', 'damage': 0.029498525073746312}]}, {'v2': [{'name': 'F', 'damage': 0.09523809523809523}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'FR', 'damage': 0.11347517730496454}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.05333333333333334}, {'name': 'MR', 'damage': 0.029498525073746312}], 'v2': [{'name': 'F', 'damage': 0.09523809523809523}, {'name': 'FL', 'damage': 0.14184397163120568}, {'name': 'FR', 'damage': 0.11347517730496454}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 10.0}, {'v2': 31.651249920274743}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.24,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.343622016169599}, {'v2': 28.822635866164365}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.27,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.94514238274484}, {'v2': 22.79069051090571}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.05,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 14.916547911204551}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-16.73,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 12.473450738082239}, {'v2': 38.85354227000816}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-25.9,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 12.940236211279714}, {'v2': 18.92762143072617}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.25,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 11.934584340706767}, {'v2': 18.38298135386725}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.61,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 19.831058841830405}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'F', 'M']}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'F', 'M']}]",1,2.0,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'MR', 'damage': 0.0058997050147492625}]}, {'v2': [{'name': 'F', 'damage': 0.05714285714285714}, {'name': 'F', 'damage': 1}, {'name': 'M', 'damage': 0.0017493986442160508}]}]","{'v1': [{'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'MR', 'damage': 0.0058997050147492625}], 'v2': [{'name': 'F', 'damage': 0.05714285714285714}, {'name': 'F', 'damage': 1}, {'name': 'M', 'damage': 0.0017493986442160508}]}"
"[{'v1': 10.0}, {'v2': 20.75684060439698}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['F', 'F', 'FL', 'M']}]","[{'v1': ['F', 'F', 'FR']}, {'v2': ['F', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.24526198439241917}, {'name': 'F', 'damage': 0.22857142857142856}, {'name': 'FR', 'damage': 0.45390070921985815}, {'name': 'M', 'damage': 0.0032072308477294263}]}, {'v2': [{'name': 'F', 'damage': 0.2229654403567447}, {'name': 'F', 'damage': 0.19047619047619047}, {'name': 'FL', 'damage': 0.3120567375886525}, {'name': 'M', 'damage': 0.0011662657628107006}]}]","{'v1': [{'name': 'F', 'damage': 0.24526198439241917}, {'name': 'F', 'damage': 0.22857142857142856}, {'name': 'FR', 'damage': 0.45390070921985815}], 'v2': [{'name': 'F', 'damage': 0.2229654403567447}, {'name': 'F', 'damage': 0.19047619047619047}, {'name': 'FL', 'damage': 0.3120567375886525}]}"
"[{'v1': 10.0}, {'v2': 23.119232029167044}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.99,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 31.46320807837254}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.21,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.748128339163852}, {'v2': 20.04476973962244}]","[{'v1': ['FR', 'MR']}, {'v2': ['F', 'F', 'FR', 'M']}]","[{'v1': ['FR', 'MR']}, {'v2': ['FR', 'F']}]",1,2.0,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.032}, {'name': 'MR', 'damage': 0.011799410029498525}]}, {'v2': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.0380952380952381}, {'name': 'FR', 'damage': 0.22695035460992907}, {'name': 'M', 'damage': 0.0008746993221080254}]}]","{'v1': [{'name': 'FR', 'damage': 0.032}, {'name': 'MR', 'damage': 0.011799410029498525}], 'v2': [{'name': 'FR', 'damage': 0.22695035460992907}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 12.75730679712633}, {'v2': 29.00178635270721}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': ['ML', 'FL']}]","[{'v1': ['F', 'F']}, {'v2': ['ML', 'FL']}]",1,2.1,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.05714285714285714}, {'name': 'FL', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.0008746993221080254}]}, {'v2': [{'name': 'ML', 'damage': 0.017699115044247787}, {'name': 'FL', 'damage': 0.010666666666666666}]}]","{'v1': [{'name': 'F', 'damage': 0.05714285714285714}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'ML', 'damage': 0.017699115044247787}, {'name': 'FL', 'damage': 0.010666666666666666}]}"
"[{'v1': 10.0}, {'v2': 26.598330765325947}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.74,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 31.709700159236196}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.53,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 11.749821556904195}, {'v2': 24.999617009806123}]","[{'v1': ['F', 'FR', 'M', 'F', 'FR', 'F']}, {'v2': ['F', 'M', 'F', 'FL', 'F']}]","[{'v1': ['F', 'F', 'FR']}, {'v2': ['F', 'F', 'FL']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.34285714285714286}, {'name': 'FR', 'damage': 0.021333333333333333}, {'name': 'M', 'damage': 0.004665063051242802}, {'name': 'F', 'damage': 0.031007751937984496}, {'name': 'FR', 'damage': 0.3404255319148936}, {'name': 'F', 'damage': 0.19175027870680045}]}, {'v2': [{'name': 'F', 'damage': 0.5904761904761905}, {'name': 'M', 'damage': 0.006122895254756178}, {'name': 'F', 'damage': 0.023255813953488372}, {'name': 'FL', 'damage': 0.7092198581560284}, {'name': 'F', 'damage': 0.3210702341137124}]}]","{'v1': [{'name': 'F', 'damage': 0.19175027870680045}, {'name': 'F', 'damage': 0.34285714285714286}, {'name': 'FR', 'damage': 0.3404255319148936}], 'v2': [{'name': 'F', 'damage': 0.3210702341137124}, {'name': 'F', 'damage': 0.5904761904761905}, {'name': 'FL', 'damage': 0.7092198581560284}]}"
"[{'v1': 14.84680132247918}, {'v2': 22.09112553579543}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.37,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.927924442702718}, {'v2': 21.417666912707748}]","[{'v1': ['MR']}, {'v2': ['F', 'FR', 'F']}]","[{'v1': ['MR']}, {'v2': ['F', 'FR', 'F']}]",1,1.7999999999999998,2.4000000000000004,,"[{'v1': [{'name': 'MR', 'damage': 0.018018018018018018}]}, {'v2': [{'name': 'F', 'damage': 0.05714285714285714}, {'name': 'FR', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'MR', 'damage': 0.018018018018018018}], 'v2': [{'name': 'F', 'damage': 0.05714285714285714}, {'name': 'FR', 'damage': 0.19858156028368795}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 10.0}, {'v2': 20.924072175668375}]","[{'v1': ['F', 'F', 'FR', 'M']}, {'v2': ['F', 'F', 'FL', 'M']}]","[{'v1': ['FR', 'F']}, {'v2': ['FL', 'F', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.2229654403567447}, {'name': 'F', 'damage': 0.0380952380952381}, {'name': 'FR', 'damage': 0.14184397163120568}, {'name': 'M', 'damage': 0.0017493986442160508}]}, {'v2': [{'name': 'F', 'damage': 0.5707915273132664}, {'name': 'F', 'damage': 0.5714285714285714}, {'name': 'FL', 'damage': 0.425531914893617}, {'name': 'M', 'damage': 0.004665063051242802}]}]","{'v1': [{'name': 'FR', 'damage': 0.14184397163120568}, {'name': 'F', 'damage': 0.2229654403567447}], 'v2': [{'name': 'FL', 'damage': 0.425531914893617}, {'name': 'F', 'damage': 0.5707915273132664}, {'name': 'F', 'damage': 0.5714285714285714}]}"
"[{'v1': 10.0}, {'v2': 28.13346354341949}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.24,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.970286400773986}, {'v2': 17.27696050386116}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.35,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 17.95108758092521}, {'v2': 21.192790754124886}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.53,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
