wv1,v2,score
20.0,20.0,-19.64
10.0,13.96934121505439,-15.29
10.0,13.96934121505439,-15.29
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
16.277496240468253,26.183648927966782,2.4000000000000004
