v1,v2,score
32.110910219440484,53.472036960323734,-3.470460564868949
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
21.0,12.0,1.6
