v1,v2,score
32.110910219440484,53.472036960323734,1.1
32.110910219440484,53.472036960323734,1.1
31.992117902485145,50.0,1.4
31.992117902485145,50.0,1.4
31.992117902485145,50.0,1.4
31.992117902485145,50.0,1.4
31.992117902485145,50.0,1.4
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
31.992117902485145,50.0,1.6
