v1,v2,score
52.8081944504211,50.8649555820431,-1.9150864924721018
52.8081944504211,50.8649555820431,-1.9150864924721018
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
14.0,28.0,1.2
38.0,46.0,1.3
38.0,46.0,1.3
38.0,46.0,1.3
38.0,46.0,1.3
38.0,46.0,1.3
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
43.0,32.0,1.5
