v1,v2,score
52.8081944504211,50.8649555820431,1.2
50.0,38.63762602786697,1.3
50.0,38.63762602786697,1.4
50.0,38.63762602786697,1.4
50.0,38.63762602786697,1.4
50.0,38.63762602786697,1.4
50.0,38.63762602786697,1.4
50.0,38.63762602786697,1.4
35.16516877237889,35.429007573569265,1.5
35.16516877237889,35.429007573569265,1.5
35.16516877237889,35.429007573569265,1.5
35.16516877237889,35.429007573569265,1.5
35.16516877237889,35.429007573569265,1.5
35.16516877237889,35.429007573569265,1.5999999999999999
