speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.97,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 12.10758960316341}, {'v2': 28.526498317325956}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.22,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.485738060557475}, {'v2': 16.317155757354506}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-5.67,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 16.03650727140462}, {'v2': 12.499163462085285}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-5.04,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 11.076332207941192}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-4.75,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 50.0}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.27,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.618234317025243}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-4.55,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 14.29707262966339}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-5.58,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 21.372701455334937}, {'v2': 44.654872476538124}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.77,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 13.01577371026277}, {'v2': 15.238393543782978}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.08,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 50.0}, {'v2': 38.153054331579696}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-22.14,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 18.7675266602945}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-3.91,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.00729040311974}, {'v2': 27.310057269897715}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.09,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 37.95492398985171}, {'v2': 19.149704367357625}]","[{'v1': ['ML']}, {'v2': ['F', 'M', 'FL', 'FR', 'F']}]","[{'v1': ['ML']}, {'v2': ['F', 'FR', 'F', 'FL']}]",1,1.6,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.011799410029498525}]}, {'v2': [{'name': 'F', 'damage': 0.01904761904761905}, {'name': 'M', 'damage': 0.0005831328814053503}, {'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.017837235228539576}]}]","{'v1': [{'name': 'ML', 'damage': 0.011799410029498525}], 'v2': [{'name': 'F', 'damage': 0.01904761904761905}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.017837235228539576}, {'name': 'FL', 'damage': 0.14814814814814814}]}"
"[{'v1': 50.0}, {'v2': 14.214338919662445}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.92,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 46.1091656684575}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.64,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 41.50980709304389}, {'v2': 30.62078061242582}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-16.45,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 48.08113778777462}, {'v2': 17.79449015790149}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-19.43,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 38.1941725346885}, {'v2': 10.0}]","[{'v1': ['ML']}, {'v2': ['FL', 'FR', 'M']}]","[{'v1': ['ML']}, {'v2': ['FL', 'FR', 'M']}]",1,1.6,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.017699115044247787}]}, {'v2': [{'name': 'FL', 'damage': 0.2222222222222222}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.00029156644070267514}]}]","{'v1': [{'name': 'ML', 'damage': 0.017699115044247787}], 'v2': [{'name': 'FL', 'damage': 0.2222222222222222}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'M', 'damage': 0.00029156644070267514}]}"
"[{'v1': 46.157361192351594}, {'v2': 23.06493400363981}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-17.76,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 36.64730040750571}, {'v2': 12.508793462956953}]","[{'v1': ['ML']}, {'v2': ['F', 'M', 'FL', 'FR', 'F']}]","[{'v1': ['ML']}, {'v2': ['F', 'FR', 'F', 'FL']}]",1,1.6,2.0,,"[{'v1': [{'name': 'ML', 'damage': 0.011799410029498525}]}, {'v2': [{'name': 'F', 'damage': 0.01904761904761905}, {'name': 'M', 'damage': 0.0014578322035133757}, {'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.03121516164994426}]}]","{'v1': [{'name': 'ML', 'damage': 0.011799410029498525}], 'v2': [{'name': 'F', 'damage': 0.01904761904761905}, {'name': 'FR', 'damage': 0.028368794326241134}, {'name': 'F', 'damage': 0.03121516164994426}, {'name': 'FL', 'damage': 0.14814814814814814}]}"
"[{'v1': 13.773463262380467}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-4.07,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 32.91149060113902}, {'v2': 23.443951578780997}]","[{'v1': ['FL', 'M', 'F', 'FL', 'F']}, {'v2': ['FL', 'F', 'FR', 'M']}]","[{'v1': ['FL', 'F']}, {'v2': ['FL', 'F']}]",1,1.7,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'M', 'damage': 0.006997594576864203}, {'name': 'F', 'damage': 0.13333333333333333}, {'name': 'FL', 'damage': 0.13866666666666666}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 1}, {'name': 'FR', 'damage': 0.032}, {'name': 'M', 'damage': 0.009621692543188278}]}]","{'v1': [{'name': 'FL', 'damage': 0.28368794326241137}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'FL', 'damage': 0.14814814814814814}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 19.005190434073327}, {'v2': 32.69006493465999}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.1,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 33.922874989787104}, {'v2': 14.92985022462671}]","[{'v1': ['FL']}, {'v2': ['FL', 'F', 'F', 'M']}]","[{'v1': ['FL']}, {'v2': ['F', 'FL', 'F']}]",1,1.7,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.010666666666666666}]}, {'v2': [{'name': 'FL', 'damage': 0.07407407407407407}, {'name': 'F', 'damage': 0.05714285714285714}, {'name': 'F', 'damage': 0.017837235228539576}, {'name': 'M', 'damage': 0.0005831328814053503}]}]","{'v1': [{'name': 'FL', 'damage': 0.010666666666666666}], 'v2': [{'name': 'F', 'damage': 0.017837235228539576}, {'name': 'FL', 'damage': 0.07407407407407407}, {'name': 'F', 'damage': 0.05714285714285714}]}"
"[{'v1': 50.0}, {'v2': 49.186057018969926}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.07,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 20.360382001286737}, {'v2': 40.482355039152566}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.26,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.028915955695055}, {'v2': 10.0}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': ['MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'F', 'damage': 0.842809364548495}, {'name': 'F', 'damage': 0.5142857142857142}, {'name': 'FL', 'damage': 0.7659574468085106}, {'name': 'M', 'damage': 0.002332531525621401}]}, {'v2': [{'name': 'MR', 'damage': 0.018018018018018018}]}]","{'v1': [{'name': 'F', 'damage': 0.5142857142857142}, {'name': 'F', 'damage': 0.842809364548495}, {'name': 'FL', 'damage': 0.7659574468085106}], 'v2': [{'name': 'MR', 'damage': 0.018018018018018018}]}"
"[{'v1': 10.0}, {'v2': 10.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-4.58,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 25.79230520405486}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.18,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 25.680792670524298}, {'v2': 10.0}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'M', 'MR']}]","[{'v1': ['FL', 'F', 'F']}, {'v2': ['FR', 'M', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.5390070921985816}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'F', 'damage': 0.6095238095238096}, {'name': 'FL', 'damage': 0.010666666666666666}, {'name': 'F', 'damage': 0.5128205128205128}]}, {'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.0471976401179941}]}]","{'v1': [{'name': 'FL', 'damage': 0.5390070921985816}, {'name': 'F', 'damage': 0.5128205128205128}, {'name': 'F', 'damage': 0.6095238095238096}], 'v2': [{'name': 'FR', 'damage': 1}, {'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'MR', 'damage': 0.0471976401179941}]}"
